music,streams
Aha-Aha,"[38137, 253696, 210702, 185090, 187118, 166848, 151566, 139218, 140774, 139812, 134820, 136176, 132031, 127087, 120470, 121361, 127108, 122878, 119695, 119799, 114503, 111170, 119031, 107674, 116675, 103534, 101535, 89120, 85722, 85033, 81345, 84458, 74393, 80124, 76881, 76372, 75663, 78041, 74035, 78650, 73022, 62484, 70101, 71532, 68468, 68614, 68323, 61918, 60441, 51513, 59092, 63503, 70749, 62511, 61775, 58006, 63054, 56401, 52722, 55472, 52581, 54960, 61815, 52915, 57365, 58974, 58517, 60712, 51922, 56580, 59873, 55722, 51549, 52353, 50680, 48692, 50733, 43320, 48918, 47497, 43853]"
Okari,"[301758, 286234, 247328, 248844, 220386, 197027, 168942, 159928, 147495, 131032, 118877, 115554, 114689, 124257, 129519, 112143, 109497, 101890, 94296, 87741, 80619, 74464, 69381, 64730, 64332, 57890, 51607, 54604, 58466, 50504, 49307, 43099, 44394, 43614, 44752, 41923, 39514, 36376, 35720, 36749, 37585, 41061, 61762, 62629, 60750, 62175, 51169, 51332, 52896, 49235, 46140, 44177, 45473, 48158, 47836, 48183, 49349, 47307, 46191, 49378, 49922, 48607, 46600, 43555, 35667, 34984, 41126, 38555, 58028]"
Miafasz,"[284275, 251453, 223264, 275221, 245513, 224653, 198834, 187525, 183131, 170383, 156247, 155045, 156022, 168574, 188820, 175018, 171510, 156138, 148836, 140749, 130508, 133897, 128807, 125321, 128472, 123309, 109078, 111336, 114732, 103373, 101843, 87503, 92195, 89188, 88772, 92560, 83209, 73406, 74944, 75105, 75433, 81883, 119236, 125465, 122108, 127945, 103978, 104495, 106969, 106109, 104167, 93036, 100892, 104032, 100555, 104426, 105684, 101967, 103256, 109839, 113592, 111539, 116166, 112173, 114877, 115541, 115074, 110161, 108353, 104127, 95674, 98520, 96621, 125371, 116400, 112172, 121166, 121428, 109883, 104370, 98476, 99456, 97064, 84804, 80153, 68926, 63441, 60500, 58388, 60280, 56006, 56833, 57425, 57313, 55734, 52366, 54834, 50501, 51961, 53088, 48363, 45091, 44822, 48575, 60182, 106941, 102271, 96085, 93079, 88978, 94564, 94212]"
Tisztán iszom,"[202621, 169447, 143598, 151805, 136784, 124348, 111331, 110404, 107058, 98242, 91803, 91836, 96040, 107710, 115243, 102203, 95836, 90724, 82697, 78262, 71991, 73435, 71827, 69777, 79029, 75692, 66705, 68947, 68070, 60524, 60934, 52730, 55253, 53473, 53263, 54128, 49861, 48834, 48851, 51159, 53287, 59021, 84982, 88692, 87741, 91180, 76077, 77716, 83297, 79321, 80065, 76926, 88296, 85568, 83946, 88570, 92277, 88623, 87725, 94996, 99968, 95827, 97299, 94697, 94486, 99569, 99281, 94193, 95169, 84618, 83510, 81142, 82558, 110767, 101714, 102044, 105255, 104964, 105953, 100545, 89004, 88810, 88144, 79474, 84981, 81175, 82010, 84258, 81576, 67804, 67730, 70175, 68380, 65679, 60119, 58595, 61781, 59268, 58004, 56574, 51413, 50658, 51510, 51561, 64798, 119706, 89600, 77344, 74106, 64466, 75615, 89551]"
Felednéd,"[187361, 148598, 119098, 122264, 103985, 91620, 80252, 78266, 74387, 66775, 61473, 61655, 62270, 67741, 69098, 59624, 52882, 48984, 45174, 44289, 43245, 41639, 41848, 39492, 40414, 39276, 35180, 37425, 38800, 34915, 30942, 31732, 32541, 31946, 37640, 55992, 58005, 58487, 58500, 47551, 50411, 53265, 50375, 49462, 49518, 50519, 54416, 54993, 54307, 58683, 54099, 55347, 61744, 62991, 60111, 58603, 58364, 57866, 60326, 60244, 61186, 61807, 58411, 54085, 57327, 57044, 73635, 68448, 63802, 59283, 60671, 55847, 49736, 52456, 49083, 50828, 42491, 40168, 41089, 40098, 40128, 39182, 38772, 40407, 38850, 42261, 71641, 73136, 73929, 73369, 68993, 73136, 71481]"
Pullup,"[185959, 264778, 264631, 336681, 329652, 315753, 273364, 257215, 236022, 210307, 190475, 185650, 191389, 207860, 228169, 210827, 202564, 191326, 180894, 169612, 158670, 155249, 148616, 154056, 148990, 144813, 137683, 142529, 146882, 136261, 134502, 114639, 117450, 107843, 103635, 102000, 100997, 99025, 96569, 98420, 99122, 106718, 153558, 160924, 163972, 163504, 139472, 140868, 147453, 141010, 145407, 121129, 111838, 121379, 118444, 122473, 116251, 120050, 122432, 137810, 136570, 135966, 140676, 134157, 134969, 144004, 143304, 139315, 138513, 129323, 118409, 120262, 121691, 142732, 135989, 135675, 141764, 139483, 143160, 136242, 129278, 133243, 124701, 125435, 114351, 95171, 95311, 86829, 85197, 88496, 80595, 80944, 75065, 76777, 70745, 64601, 68064, 63660, 61401, 60062, 57512, 54219, 54753, 57373, 67295, 114796, 132100, 137950, 134458, 142768, 147154, 150103]"
Habibi,"[160098, 156216, 123143, 139619, 133153, 119497, 104688, 116049, 113013, 101435, 94244, 92430, 97683, 109208, 125744, 119505, 112325, 105521, 98039, 94232, 85352, 85118, 84256, 86106, 85280, 80807, 73892, 76431, 79339, 73921, 72897, 63260, 67265, 66029, 65255, 66215, 61587, 58620, 59592, 58816, 61002, 67775, 106516, 112272, 108785, 116255, 98180, 99960, 101712, 112904, 95224, 87330, 85621, 90921, 85550, 89926, 90343, 88381, 88635, 94649, 94222, 93792, 95101, 95145, 97163, 102066, 98973, 92384, 97828, 87387, 76870, 78638, 77834, 98339, 95018, 93987, 81230, 78868, 78367, 73248, 67825, 72007, 66708, 60292, 67675, 69486, 73274, 71433, 67248, 56766, 54595, 54506, 52892, 53118, 52489, 48071, 49785, 46544, 44934, 45113, 42444, 45288, 86550, 68610, 59594, 54003, 52433, 62210, 68751]"
Drogba,"[152867, 124299, 98274, 101016, 88680, 78443, 68401, 68815, 64904, 58146, 53213, 51387, 51495, 53487, 58258, 54157, 48864, 44175, 40062, 40133, 36594, 35845, 35310, 32912, 34186, 32344, 33662, 33319, 45017]"
Lóerő,"[148128, 117565, 94776, 97964, 88540, 77669, 67747, 68333, 64377, 58272, 53480, 51322, 50739, 50751, 53250, 48961, 43669, 39677, 35799, 35389, 33571, 31741, 31924, 57625, 46157]"
Late Night Talking,"[117708, 81030, 68716, 61672, 59253, 50650, 46635, 60205, 60934, 51793, 45987, 43459, 39973, 37414, 37549, 41296, 38916, 36189, 33658, 30809, 31216, 30794, 28705, 29433, 31762, 31746, 34093, 34205, 32336]"
Megmentő,"[116513, 89115, 68100, 67012, 57699, 49171, 42110, 42339, 40834, 37261, 33706, 32664, 32183, 35040, 37971, 33943, 30842]"
Dopamin - Bonus track,"[104646, 80397, 61176, 62916, 54546, 47185, 40739, 40361, 37871, 35132, 32030, 31031, 31314, 33274, 35611, 33281, 32293, 31442]"
DOHÁNYBOLT,"[72314, 36174, 27032, 27664, 29035, 26190, 26335, 26719, 27754, 27416, 26729, 29613, 31576, 42152, 46993, 119671, 87242, 84640, 79926, 84011, 78617, 73942, 67595, 59199, 59276, 57205, 51194, 53229, 52544, 47888, 48007, 39212, 43166, 42140, 41929, 42172, 40868, 42661, 45267, 43435, 41667, 41828, 41605, 39723, 41746, 41212, 39308, 38720, 41246, 40664, 39272, 41633, 38172, 37873, 38889, 39460, 37856, 39105, 38874, 40618, 46271, 54612, 48358, 45870, 43760, 41738, 46933, 47336, 47017, 51628, 45888, 42631, 41097, 41357, 37810, 37424, 35684, 36154, 40413, 40392]"
Running Up That Hill (A Deal With God),"[137694, 209390, 172411, 139262, 129793, 167638, 158057, 136571, 119462, 111097, 101326, 90210, 81773, 76228, 68460, 64164, 58913, 54286, 46917, 44334, 39249, 34082, 33843, 32369]"
BAZ+ - Túl vagyok rajtad,"[46857, 326006, 225513, 178036, 150126, 128236, 120072, 111639, 103139, 94713, 91814, 89361, 88188, 91676, 79967, 75519, 68960, 65491, 70876, 69077, 66975, 64529, 62826, 50969, 52397, 82995, 76252, 64631, 54220, 51401, 41400, 43413, 43898, 45597, 42999, 40133, 34808, 35936, 35271, 36519, 35639, 34622, 35870, 34536, 35573, 33830, 34525]"
I Ain't Worried,"[24374, 35571, 48004, 49169, 55232, 60273, 67417, 70664, 70154, 69343, 71887, 72784, 72660, 86666, 91773, 96697, 97230, 97412, 100487, 102777, 107913, 101698, 97922, 97727, 98421, 97071, 94714, 89241, 84530, 86149, 73817, 92162, 88063, 87153, 91968, 90433, 87593, 88890, 83929, 80826, 80303, 79981, 79345, 81149, 83145, 76428, 78907, 82030, 83392, 78823, 71110, 77577, 77792, 74963, 77134, 80002, 79971, 77130, 77551, 81797, 74287, 75036, 75145, 71980, 66131, 63929, 57127, 56551, 57155, 54506, 55201, 52225, 50639, 51159, 53819, 50322, 49639, 49688, 50648, 48092, 46432, 46831, 53740, 55244, 54880, 55194, 54886, 55148, 51947, 49207, 52175, 53781, 56615, 55388, 59331, 59636, 56625, 55867, 48836, 52624, 50985, 53371, 49719, 50156, 51494, 48386, 55003, 56871, 60303, 57286]"
Balenciaga,"[216203, 238158, 180126, 161055, 139289, 134238, 124988, 111745, 103722, 97607, 90173, 89218, 82314, 72853, 75390, 74185, 73581, 80943, 77158, 73637, 70126, 69643, 63027, 64334, 60963, 61044, 58199, 51690, 55167, 52325, 55988, 51965, 48364, 51087, 74668, 152319, 90220, 67896, 55138, 47757, 42970, 40614, 35922, 35375]"
Terapeuta,"[194914, 218870, 157500, 133345, 113885, 107092, 97869, 85233, 79207, 74728, 66682, 66685, 62260, 56209, 56445, 58614, 57416, 61198, 60084, 54383, 51407, 50522, 46937, 47921, 46453, 47715, 47316, 42778, 45496, 43674, 45428, 43187, 41241, 44134, 61504, 133922, 75020, 56629, 46548, 40963, 37139, 37361, 33199]"
Fiatal és őrült,"[155441, 163096, 119742, 101720, 88469, 81345, 75296, 70888, 69208, 65683, 59896, 56772, 54162, 46721, 47009, 47002, 45791, 48394, 50010, 44425, 43048, 40338, 38011, 37045, 33841, 34724, 34276, 31113, 35603, 33931, 30765, 35943, 47543, 109257, 62713, 46885, 38481]"
voltmárkicsi,"[70280, 228558, 176192, 142525, 122889, 117504, 117619, 106490, 103336, 96742, 91157, 85526, 83102, 75402, 76655, 79545, 79705, 81259, 84330, 84750, 81373, 82342, 96892, 97239, 92550, 92049, 89873, 88575, 87877, 75446, 80345, 78028, 67879, 75553, 80045, 71452, 63481, 66459, 67669, 71286, 70404, 75083, 67439, 62622, 58057, 60480, 70107, 71681, 72783, 71766, 62381, 60873, 60293, 62882, 58668, 55258, 53490, 55526, 56205, 52946, 62047, 55991, 52755, 51009, 53305, 52205, 48661, 45178, 51850, 53233, 45276, 41825, 39481, 39693, 37014, 42413, 38811, 36339, 43302, 44461, 42190]"
I Like You (A Happier Song) (with Doja Cat),"[63159, 52068, 46465, 41065, 36733, 30701, 30640, 30927, 33751, 34835, 33766, 30270, 31634, 31549, 32685, 31111, 31612, 30142, 29999]"
"Sex, Drugs, Etc.","[25931, 31815, 35344, 32552, 36949, 38198, 35125, 34618, 34315, 37839, 40269, 44459, 50081, 51112, 56105, 54377, 56703, 59287, 59286, 60160, 57226, 54172, 52539, 50016, 46311, 47301, 47932, 43611, 41556, 38318, 39415, 40889, 40332, 41577, 41707, 41784, 40930, 39191, 38083, 35508, 35577, 35584, 35021, 36141, 33693, 34181, 38362, 37765, 38491, 36826, 39698, 41354, 40405, 43395, 41623]"
Glimpse of Us,"[73175, 103294, 87522, 77569, 70406, 64934, 62980, 60539, 58417, 52119, 50983, 50454, 48721, 49304, 47933, 45284, 41686, 39036, 36587, 34403, 32377, 43855, 37118, 32781, 32410, 32654]"
Vegas (From the Original Motion Picture Soundtrack ELVIS),"[31188, 34952, 37281, 41451, 41622, 42827, 41733, 39942, 42195, 42828, 37198, 36476, 38617, 40117, 36902, 36579, 35285, 33574, 34025, 31369, 30526]"
Yoga,"[119088, 241211, 194449, 177347, 160464, 148817, 138373, 128952, 118657, 112503, 107218, 94162, 90852, 88039, 86294, 85514, 82153, 78194, 73997, 74808, 68903, 67927, 63326, 62928, 63908, 61488, 65122, 60126, 64347, 60735, 56743, 56257, 58423, 60017, 60828, 58835, 56533, 56904, 57902, 57640, 53288, 54896, 47961, 46510, 50000, 52194, 50480, 47921, 47707, 48911, 50249, 49141, 47325, 43804, 44380, 43879, 45204, 43344, 45374, 42638, 42935, 44085, 42167, 40197, 43300, 39291, 42642, 41205, 38879, 37903, 37205, 35324]"
Partyarc,"[78774, 78023, 65684, 63979, 61833, 57236, 53463, 46991, 43271, 41264, 38687, 33570, 32646, 30799, 31104, 29868, 28325]"
21 Reasons (feat. Ella Henderson),"[26983, 27981, 31114, 30169, 32114, 33205, 32109, 33215, 33437, 30135, 31066, 32603, 33693, 32531, 31383, 31363, 32059, 33618, 32400, 31351, 33407, 34885, 33353, 33715, 35343, 32938, 33756, 33718, 33051, 32863, 31435, 33710, 34058, 34855, 33897, 35436, 33605, 35617, 31424]"
Sunroof,"[26898, 25635, 25949, 26750, 28249, 28599, 29946, 30381, 30177, 31088, 34818, 34948, 35761, 35781, 33582, 33279, 33305, 33992, 32266, 30769, 34282, 30385, 32183, 31774, 31355, 31615, 31965, 33839, 31281, 35197, 36988, 34274, 34549, 35180, 37606, 36381, 33977, 35127, 34610]"
MMM,"[26702, 31422, 34553, 37984, 36516, 37673, 38596, 39854, 37388, 34350, 34972, 33326, 35074, 31886, 30470, 31098, 30783, 31517]"
Sharks,"[51313, 46847, 39862, 38653, 34495, 33804, 33566, 32584, 31018, 32637, 32398, 31804, 29231, 29036, 29011, 30744, 30233, 28214, 35648]"
Félek,"[32058, 26785, 143727, 134007, 114004, 106140, 75101, 63412, 56126, 52855, 49392, 49243, 43200, 42052, 39514, 37222]"
Drunk - Tech-Qila Radio Edit,"[28992, 32676, 33862, 34801, 33687, 33141, 33555, 32962, 29687, 30904, 29577, 28389, 28412, 29696, 29985, 30407]"
Hot In It (feat. Charli XCX),"[45541, 43049, 48536, 50075, 48468, 51213, 48500, 47515, 49247, 47188, 44030, 39931, 41261, 42638, 42141, 42389, 39481, 36779, 37370, 38923, 35839, 34918, 34894, 34815, 36567, 33039, 30990, 32431, 31364]"
Gettó csirke,"[35080, 39106, 44797, 51047, 53010, 57787, 58652, 57223, 64616, 82599, 81860, 83182, 83759, 82639, 85332, 84353, 79097, 78646, 76946, 74739, 71662, 67901, 65332, 59600, 62775, 57425, 54984, 54447, 63767, 64728, 65399, 65857, 73619, 72676, 74888, 81657, 81953, 75135, 78666, 86550, 74728, 76769, 77820, 80367, 75504, 79929, 72556, 68669, 68136, 75650, 71528, 66252, 67993, 70804, 75535, 72851, 51875, 48817, 51468, 49645, 57707, 65860, 67199, 72155, 70129, 68457, 65178, 61666, 58312, 62796, 61396, 71279, 73463, 71459, 72437, 71929, 73856, 65986, 66708, 66228, 67599, 67528, 70483, 95211, 78574, 58174, 63783, 73600, 72084, 61710, 63796, 58838, 53051, 55072, 55916, 53767, 49766, 47868, 47619, 49174, 52431, 53704, 52049, 50453, 43737, 43391]"
Pezsgő Kaviár Kurvák,"[50147, 47671, 39250, 35408, 32659, 35891, 55208, 74630, 97735, 102655, 93434, 85922, 83410, 83284, 82848, 78970, 77288, 71202, 63661, 61505, 56117, 58505, 54685, 55626, 46907, 47615, 45110, 43378, 42849, 42345, 41870, 41961, 40201, 35344, 33357, 33152, 34195]"
SNAP,"[28816, 42828, 54007, 63071, 68537, 67424, 69593, 70255, 70506, 71158, 71907, 67806, 64714, 64840, 68258, 64087, 58898, 56008, 53639, 51247, 50027, 48011, 44375, 42986, 37230, 46098, 45507, 47699, 51036, 47909, 42338, 37786, 35211, 33316, 33862, 35086, 36782, 37582, 36570, 33372, 34261, 33809, 35664, 38282, 33219]"
Under The Influence,"[48744, 70736, 75603, 77397, 83118, 91721, 94624, 96072, 96156, 95235, 91391, 88743, 90703, 85701, 76032, 72314, 68991, 64783, 61694, 59276, 54228, 52443, 44364, 46372, 45457, 43516, 41497, 39314, 36799, 36069, 36044, 36193, 37080, 36094, 34990, 33918, 33166]"
Superman,"[35244, 33354, 29258, 28079, 30400, 35575, 38214, 37156, 41416, 41766, 40190, 40092, 42710, 42021, 43345, 37427, 37580, 38626, 39675, 39024, 36914, 35367, 36642, 35976, 33979, 32737, 33057, 33553, 36777, 33943, 34845, 34332, 32901, 35517, 34776, 35629]"
Mesélek a bornak,"[31371, 39954, 43263, 39200, 35400, 35757, 36607, 43214, 36106, 35034, 35451, 36824, 35715, 44032, 65355, 65744, 59234, 55879, 53494, 58808, 56882, 57358, 48010, 49038, 48224, 41322, 46090, 42940, 38073, 37049, 36953, 33931, 32564, 34740, 32176, 35713, 37002, 35852, 35072, 35311, 35466, 39142, 38862, 43437, 46658, 40536, 43924, 46774, 44427, 44865, 44407, 43835, 44604, 52774, 50502, 56349, 52506, 52322, 59576, 63092, 63993, 66317, 85893, 96932, 103099, 89325, 79511, 81790, 74863, 81981, 69641, 74136, 76656, 84577, 95482, 100090, 93074, 87022, 85263, 83772, 82458, 80531, 80475, 81003, 73696, 79477, 81825, 79815, 84942, 77122, 70845, 82461, 84124, 76854, 76922, 67336, 61842, 64380, 64264]"
Bad Habit,"[26985, 27071, 27687, 29190, 31469, 31506, 32870, 33757, 35527, 36583, 37315, 40339, 41347, 38466, 36855, 34413, 33243, 31557, 30644]"
Summertime Sadness,"[26221, 26638, 27461, 27995, 28490, 30314, 28568, 30303, 30289, 28856, 32587, 33967, 34233, 34965, 36880, 39244, 40060, 40392, 37634, 37842, 36708, 36231, 37763, 37199, 37379, 37110, 36040, 37200, 35866, 36436, 36699, 36390, 34774]"
Reptér,"[25367, 39081, 86391, 91162, 78574, 76469, 62116, 53833, 49233, 46997, 42909, 39602, 37328, 35474, 37603, 32846, 29751, 28999, 38401]"
I Was Never There,"[25001, 27627, 26691, 26204, 26905, 27860, 29469, 31057, 31495, 31449, 30804, 31105, 34873, 32523, 32355, 35825, 37684, 36594, 35847, 34276, 33589, 34018, 35764, 32388]"
HARD RESET,"[24981, 26549, 27397, 28657, 39829, 44922, 46524, 46524, 54497, 53034, 59492, 55288, 53614, 53036, 49185, 49857, 51691, 45928, 46468, 45823, 42566, 43519, 37171, 37805, 38908, 41048, 37422, 37315, 37766, 36893, 38395, 37163, 36238, 35636, 35717, 36671, 34615, 35576, 36391, 37152, 34493, 37604, 34777, 37699, 42781, 36926, 38310, 35736, 35575, 38784, 37499, 36970, 41491]"
VAKMELEG,"[67091, 174035, 160207, 142906, 134138, 114221, 109233, 97883, 93361, 90451, 90117, 83390, 77773, 85693, 86960, 79741, 77767, 75634, 77053, 71439, 73853, 65377, 72716, 70668, 69260, 72253, 70944, 61990, 61662, 58863, 49241, 55831, 56772, 56502, 56351, 56397, 53773, 50636, 39048, 40552, 44141, 44410, 41824, 43298, 40007, 44221, 40601, 38367, 40260, 39117, 39672, 39818, 38634, 42833, 44612, 43156, 41181, 37828, 38424, 40584, 37230, 36502]"
Murder In My Mind,"[31039, 33863, 34704, 38552, 38985, 37776, 43420, 43820, 46198, 44668, 46107, 46891, 45478, 46346, 46210, 46123, 45482, 46547, 48172, 47379, 49536, 46569, 48707, 46145, 46974, 47648, 45355, 45192, 43926, 42919, 40769, 39873, 41423, 39143, 40774, 41991, 37384, 36042, 37044, 36233, 35613, 36418, 34724, 34070]"
I Wanna Be Yours,"[24426, 29206, 40135, 32793, 30719, 31625, 36025, 40540, 42321, 46293, 47256, 51974, 52903, 49831, 49989, 51370, 48828, 49830, 49648, 49693, 49311, 46210, 48555, 52980, 53203, 56243, 54819, 52753, 51381, 50158, 48596, 47443, 46352, 44952, 47241, 46823, 45142, 48030, 48037, 45013, 43509, 46707, 44179, 41746, 43637, 44984, 43028, 43095, 41179, 42292, 43170, 43091, 45996, 46222, 44807, 46166, 44726, 45644, 52297, 57693, 58466, 56528, 56989, 55961, 53786, 53124, 51008, 51380, 52760, 54215, 59452, 55898, 57589, 52919, 55336, 57753, 59739, 58985, 60900, 56286, 57409, 58073, 56593, 54018, 53031, 49140, 49640, 47217, 45096, 47631, 48318, 45822, 43453, 43448, 45922, 44549, 43814, 42943]"
Várnék,"[312638, 224766, 214118, 223716, 208542, 217169, 208695, 194420, 178584, 166973, 159583, 151877, 153279, 150690, 144331, 129079, 130152, 135055, 130644, 125437, 103604, 110277, 115002, 120858, 117972, 109758, 100525, 102331, 102896, 104247, 113397, 138509, 138087, 139116, 149066, 115990, 118474, 126484, 136686, 164906, 153926, 140768, 137521, 132459, 134295, 130652, 124782, 121899, 138523, 164855, 163372, 163430, 152030, 156004, 169970, 174574, 180422, 184057, 165841, 158038, 147646, 146984, 175108, 163177, 155164, 140897, 137630, 127203, 123762, 116690, 107892, 105800, 91558, 113649, 108621, 101178, 95746, 96381, 93798, 90923, 97202, 91318, 87908, 78170, 70517, 69969, 65695, 68117, 67730, 69623, 64524, 69464, 74834, 77404, 103358, 81458, 77218, 73500, 70045, 66088, 64894]"
figyelj,"[78559, 214962, 244566, 210255, 174430, 160069, 142396, 125249, 114921, 106240, 99739, 98211, 94779, 99353, 99241, 86685, 90347, 99419, 102122, 106546, 92447, 99621, 98843, 91015, 96762, 102875, 101194, 88571, 88398, 81933, 119053, 137494, 136302, 136235, 137463, 115760, 118307, 130110, 130560, 136269, 133979, 113927, 114280, 122016, 122324, 122725, 119727, 113219, 125422, 138294, 132897, 133903, 129258, 129355, 130348, 131021, 124622, 123333, 125676, 111807, 127882, 123157, 151761, 143761, 139405, 123850, 119137, 118296, 110243, 113170, 108313, 100839, 90464, 94959, 89932, 96445, 89181, 91496, 90546, 91935, 95988, 89216, 90736, 92515, 92364, 95785, 91104, 101774, 109766, 99288, 94150, 83310, 86116, 98949, 155375, 131024, 118765, 109364, 101025, 99299, 93299]"
four moods,"[57573, 191710, 448271, 488679, 403036, 352569, 305034, 276988, 246222, 224857, 204737, 208308, 202361, 204856, 204293, 182447, 190050, 201647, 191388, 191649, 162375, 171448, 166290, 157785, 157439, 151533, 151854, 137768, 142504, 148917, 164466, 233615, 266388, 228093, 247208, 213152, 193429, 193031, 193926, 217982, 193570, 184704, 187205, 187475, 186996, 186213, 191477, 178318, 181926, 184535, 173523, 172022, 174836, 172196, 172508, 175647, 178186, 163316, 145191, 138546, 142010, 144673, 197631, 182570, 174585, 154711, 144580, 133870, 121810, 118060, 111452, 105151, 91523, 94626, 88681, 83261, 77170, 76019, 76636, 70281, 74473, 67697, 65463, 61649, 57429, 58629, 66258, 74306, 74395, 69283, 65893, 63177, 69393, 80568, 142758, 95237, 76727, 69733, 63541, 60026, 58057]"
téveszmék,"[56220, 161746, 210829, 178343, 146497, 131478, 114416, 100811, 91205, 81542, 75247, 71877, 65822, 64439, 65242, 55771, 56289, 64611, 60615, 60370, 51912, 54849, 56173, 53309, 56204, 56916, 53994, 52854, 54509, 53999, 63731, 90585, 83062, 84266, 91369, 76840, 79628, 85676, 81046, 77257, 69453, 76738, 79678, 83837, 85069, 88264, 81576, 84056, 88500, 97698, 92841, 94655, 93503, 87797, 90745, 96466, 84796, 82943, 78500, 78432, 82936, 73491, 93719, 85272, 79585, 73531, 70538, 66779, 60263, 59490, 55139, 55763, 46365, 46757, 46315, 44230, 45694, 39844, 39090, 49471, 85602, 61999, 54638, 50214, 44243, 41592]"
rút,"[49673, 128649, 143195, 119380, 92286, 79405, 66887, 56451, 50626, 46508, 42867, 41915, 38257, 37304, 36396, 31886, 32618, 37034, 37456, 40299, 36184, 37252, 35548, 40008, 44152, 43838, 42327, 44670, 45033, 51324, 75432, 67620, 66339, 69624, 55454, 64058, 68208, 85575, 66007, 55559, 52071, 47800, 53312, 50878, 52844, 48574, 48070, 49941, 50350, 50297, 50825, 50765, 49452, 48419, 47629, 49291, 46849, 43178, 42136, 42424, 43051, 56675, 53498, 48270, 44245, 42036, 40414, 37744, 44777]"
Fekete Bárány,"[44387, 147215, 117910, 105416, 90600, 79853, 71403, 65384, 59720, 57464, 54637, 58017, 61407, 58265, 57094, 51152, 51906, 55366, 51942, 53607, 51479, 54190, 51091, 50237, 56916, 61090, 50301, 51241, 52854, 44590, 43553, 46321, 43122, 42588, 42051, 36620, 34757, 37145]"
yesterday,"[44024, 111815, 125676, 95549, 69551, 60246, 50968, 43936, 38129, 35572, 32272, 31075, 42053, 42177, 40960, 42580, 35467, 35821, 36947, 37058, 36677, 36104, 36628, 36043, 41091, 42362, 42003, 42012, 40140, 41578, 42197, 40335, 38038, 36891, 38696, 37967, 36055, 38215, 37144, 36685, 49672, 45221, 41234, 38783, 37662, 35741, 54184]"
Bad Memories (feat. Elley Duhé & FAST BOY),"[28476, 31396, 30496, 34797, 45309, 47957, 48095, 51562, 55077, 59973, 68937, 68819, 67400, 75971, 78001, 74318, 73342, 73650, 71990, 70505, 58713, 75151, 76488, 77175, 79406, 73775, 71879, 73025, 75362, 71107, 70676, 69678, 73483, 76936, 78813, 72935, 79850, 80075, 78022, 77406, 72511, 74784, 75982, 70773, 68190, 71429, 71386, 71723, 70782, 69222, 61817, 63878, 62347, 61258, 58659, 57172, 54313, 55553, 53410, 53154, 51601, 51822]"
BAGIRA,"[243735, 221124, 285721, 247640, 272509, 293449, 343819, 346256, 352380, 321179, 302558, 301741, 316718, 306126, 306830, 308251, 305715, 302378, 241260, 253849, 241486, 235622, 248959, 274044, 221712, 226979, 225054, 229999, 231636, 231808, 229885, 233104, 221831, 190171, 192129, 195678, 193472, 198100, 183154, 171371, 167523, 171932, 177487, 169385, 168846, 168560, 165887, 176436, 180174, 177310, 175239, 173847, 167109, 178804, 173716, 168159, 175978, 168476, 151107, 146851, 142380, 135103, 131120, 120246, 118310, 128219, 130015, 127730, 129101, 126514, 111291, 119828, 108241, 101658, 98620, 101328, 115773, 104461, 97506, 97822, 105402, 120725, 104305, 108148, 98862, 106889, 119250, 105314, 103216, 100912, 101456, 94545, 97164, 97371, 95688, 96423, 92889, 96070, 102795]"
Ne haragudj rám...,"[64993, 149976, 107963, 89217, 76663, 69759, 66278, 58898, 50004, 46881, 44884, 41172, 43512, 72337, 71472, 56992, 47816, 46132, 39616, 37729, 39301, 38383, 33169, 31039]"
Vámpír,"[45790, 54579, 86661, 75905, 62826, 57224, 31867, 50494, 54057, 54889, 52895, 49900, 48413, 45003, 46066, 44038, 37380, 38872, 41179, 42823, 37792, 32929]"
Drill,"[38706, 78171, 64757, 57460, 49655, 44986, 41733, 41153, 38113, 63533, 73907, 59069, 49956, 44544, 40055, 38660, 35652, 31172, 31039, 30769]"
Zártosztály,"[26728, 32869, 42542, 42497, 42000, 40986, 39551, 38891, 38439, 35414, 33294, 33676, 33457, 30499, 30201, 35563, 34314, 35663, 34818, 37351, 36423, 38058, 36451]"
I'm Good (Blue),"[97513, 139400, 161094, 164250, 174920, 176223, 180400, 184546, 173247, 164114, 163549, 163037, 153935, 146817, 142945, 141897, 145855, 132890, 192955, 164508, 161207, 162997, 159659, 152684, 147667, 145215, 138426, 133906, 133593, 134207, 132968, 132223, 118554, 114355, 116393, 116299, 113731, 103801, 113151, 113660, 105489, 107536, 113412, 113015, 110296, 109396, 111122, 100715, 101029, 100450, 107374, 99926, 88742, 80591, 78555, 75764, 71749, 74645, 70817, 67240, 61986, 69095, 71369, 69255, 67645, 70015, 72497, 69090, 70583, 61713, 97294, 76841, 74739, 72826, 73047, 71546, 70396, 67060, 68694, 69314, 75346, 73636, 77382, 73971, 72663, 71927, 67286, 72855, 73154, 77531, 72072, 72659, 77992, 72058, 75161, 74463, 78168, 79747]"
1év,"[92115, 81105, 65121, 59080, 55234, 53979, 58757, 57979, 51158, 46862, 45163, 41877, 39613, 40000, 45004, 42988, 42657, 37029, 40185, 37000, 31183, 35885, 40927, 37045, 37326, 34119, 38224, 37493, 47096, 38348, 35878, 39544, 39214, 35893, 35151]"
